"ID|""Title""|""Owning_Organization""|""Business_Process_Owner""|""Modified""|""Modified_By""|""Function""|""Site""|""Vendor_contact""|""Data_subject_type""|""Business_Process""|""SCOPE_Number""|""Life_Cycle_Status""|""Retired_Date""|""Description""|""Repository_Type""|""Subtype""|""Vendor_involved""|""SAP_Vendor_Number""|""SAP_Vendor_Name""|""Vendor_qualification""|""Country_collected""|""num_of_Data_Stakeholders_from_US""|""Adverse_Event_Information""|""Biometric_Data""|""Consumer_account_username_and_password""|""Credit_Card_Numbers""|""Criminal_or_judicial_records""|""Data_about_children_under_13""|""Data_about_teens_13_15_years_old""|""Data_about_teens_16_18_years_old""|""Digital_signature_data""|""Electronic_identification_data""|""Family_composition""|""Financial_account_number""|""Genetic_data""|""Government_ID""|""Identification_data""|""Image_sound_recordings""|""Other_health_or_medical_data""|""Personal_characteristics""|""Political_opinions""|""Precise_geolocation_data""|""Profession""|""PHI_as_defined_by_HIPAA""|""Racial_or_ethnic_origin""|""Religious_or_philosophical_beliefs""|""Sex_life""|""Trade_union_membership""|""Data_From_Children""|""ADM""|""RoPA_linked_to_IT_Asset""|""Unregistered_application_info""|""Inventory_Status""|""Inventory_Criteria""|""Inventory_Evidence""|""Lawfulness_Basis_Status""|""Lawfulness_Basis_Criteria""|""Lawfulness_Basis_Evidence""|""Notice_Status""|""Notice_Criteria""|""Notice_Evidence""|""Minimization_Status""|""Minimization_Criteria""|""Minimization_Evidence""|""Data_retention_Status""|""Data_Retention_Criteria""|""Data_Retention_Evidence""|""Reasonable_InfoSec_Status""|""Reasonable_InfoSec_Criteria""|""Reasonable_InfoSec_Evidence""|""Data_Subject_Rights_Status""|""Data_Subject_Rights_Criteria""|""Data_Subject_Rights_Evidence""|""Vendors_Status""|""Vendors_Criteria""|""Vendors_Evidence""|""custom_field_1""|""custom_field_2""|""custom_field_3""|""custom_field_4""|""custom_field_5""|""custom_field_6""|""custom_field_7""|""custom_field_8""|""custom_field_9""|""custom_field_10""|""Last_review_date""|""Last_reviewed_reviewer""|""XLS_Template_ID""|""Remediation_GUV_Number""|""California_relevancy""|""Item_Type""|""Path""|""Created""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"346|""PS New to Band 2 College""|""CF PS""|""Langworthy"," Don""|""2019-09-23 00:41:56""|""Hendershot"," Angela""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Maria Schade - accounting@tier1performance.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""DiSC deep dive course; vendor uses P&G email addresses for pre-work and for generating reports""|""Digital""|""""|""1""|""15077356""|""Tier 1 Performance Solutions""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 19:57:38""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"347|""PS New to Band 3 College""|""CF PS""|""Langworthy"," Don""|""2019-09-23 00:42:26""|""Hendershot"," Angela""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""CORBUS ADM TEAM:  CTSADMSOURCING@CORBUS.COM""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Birkman Method course; vendor uses P&G email addresses for pre-work and for generating reports""|""Digital""|""""|""1""|""15216108""|""Corbus", LLC hires Birkman International," INC ""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-002""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 19:57:40""",,,,,,,,,,,,,,,,,,,,,,,,,
"348|""PS New to Band 4 College""|""CF PS""|""Langworthy"," Don""|""2019-09-23 00:42:51""|""Hendershot"," Angela""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Marie Messina - mmessina@arielgroup.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Leadership Presence & Storytelling course; vendor uses P&G email addresses for pre-work and for generating reports""|""Digital""|""""|""1""|""20586768""|""The Ariel Group""|""To be clarified""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-003""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 19:57:40""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"349|""R&D University (RDU) portal""|""CF R&D""|""Jashari"," Lisa""|""2019-09-17 14:49:11""|""Jashari"," Lisa""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Interfaces with SAP for employee data", collects registration information for the program," etc.""|""Digital""|""Website""|""0""|""""|""""|""""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-004""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 19:58:17""",,,,,,,,,,,,,,,,,,,,,,,,
"350|""RDU - DiSC Training""|""CF R&D""|""Jashari"," Lisa""|""2019-09-17 16:37:35""|""Jashari"," Lisa""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""d.stroock@tier1performance.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site and enter their own data - name", email," and complete a self-assessment.  Vendor trainer has access to the person's self-assessment and band-level data""|""Digital""|""Website""|""1""|""15077356""|""Tier 1 Performance Solutions""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-005""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:02:35""",,,,,,,,,,,,,,,,,,,,,,,,,
"351|""RDU - pre-work""|""CF R&D""|""Jashari"," Lisa""|""2019-09-17 16:39:33""|""Jashari"," Lisa""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""a.oskorus@tier1performance.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""15077356""|""Tier 1 Performance Solutions""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Work in Progress""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-006""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:02:36""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"352|""Learn to Lead at your PEAK Virtual - online assessment""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:01:14""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Stephanie Curtis <scurtis@hrdq.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""0""|""HRDQ (paid via pro card)""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-007""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:02:37""",,,,,,,,,,,,,,,,,,,,,,,,,,
"353|""Great Manager Empowering Leader - online assessment""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:02:02""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Steve McMillen <smcleadership@gmail.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""0""|""Wiley (paid via Corbus)""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-008""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:02:38""",,,,,,,,,,,,,,,,,,,,,,,,,,
"354|""Online assessment for Ken Blanchard courses""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:02:40""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""darren.yoakum@kenblanchard.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""0""|""Ken Blanchard (paid via Corbus)""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-009""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:02:39""",,,,,,,,,,,,,,,,,,,,,,,,,,
"355|""Online assessment for Franklin Covey courses""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:03:19""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Mark.Low@FranklinCovey.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""10024899""|""Franklin Covey""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-010""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:03:46""",,,,,,,,,,,,,,,,,,,,,,,,,,
"356|""Online assessment for SMS courses""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:03:54""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Sherri Malouf <smalouf@smsinc.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""0""|""Situation Management Systems (SMS) (paid via Corbus)""|""Data Controller""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-011""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:03:47""",,,,,,,,,,,,,,,,,,,,,,,,,,
"357|""Online assessment for Managing Inclusive Partnership""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:04:37""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Rosaleena Marcellus <Rosaleena.Marcellus@KornFerry.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Employee email address and employee/manager pairs shared with vendor.  Vendor shares link to complete pre-work assessments directly with ee's""|""Digital""|""Website""|""1""|""20179849""|""Korn Ferry""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-012""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:03:48""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"358|""Global English One Coach/One Professional""|""HR - Talent""|""Marple"," Valerie""|""2019-09-16 09:35:23""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Tracey Caceres <Tracey.Caceres@globalenglish.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Learner Name and Email passed via MyLearning.  Learner is asked to provide native language", country," phone number and/or Skype ID for coach to contact them""|""Digital""|""Website""|""1""|""15104628""|""Global English""|""Data Processor""|""UNITED STATES""|"">= 1",000 - < 20,"000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-013""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:03:50""",,,,,,,,,,,,,,,,,,,,,,,,
"359|""Online assessment for Leading with Emotional Intelligence course""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 12:05:24""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Brad Zabriskie <brad@blueeq.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Participants log into vendor site to complete prework""|""Digital""|""Website""|""1""|""0""|""Blue EQ (paid via Corbus)""|""Data Controller""|""UNITED STATES""|""< 1","000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-014""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:03:50""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"360|""Internal Executive Coaching Certification""|""HR - Talent""|""Marple"," Valerie""|""2019-09-26 13:36:31""|""Marple"," Valerie""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Fiscus"," Susan (Right Management) <susan.fiscus@right.com>""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Email addresses provided to Right Management.  Right Management emails participants a link to complete assessment.  Email addresses are also provided to arrange master coach follow up calls""|""Digital""|""Website""|""1""|""20593957""|""Right Management""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-015""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:04:27""",,,,,,,,,,,,,,,,,,,,,,,,,,
"361|""IDM Training - PM Solutions""|""CF PS""|""Wilkins"," Janice""|""2019-09-26 13:12:08""|""Wilkey"," Justin""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Johanna Mickel""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""We send rosters to our external trainers before the courses are held""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15192697""|""PM Solutions""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-016""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:04:27""",,,,,,,,,,,,,,,,,,,,,,,,
"362|""IDM Training - Leadership on Paper""|""CF PS""|""Wilkins"," Janice""|""2019-09-26 13:12:34""|""Wilkey"," Justin""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Ed Tazzia""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""We send rosters to our external trainers before the courses are held""|""Digital""|""Data files (xls", csv, pdf," accdb)""|""1""|""15006071""|""Sycamore & Company - Leadership on Paper""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-017""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:04:28""",,,,,,,,,,,,,,,,,,,,,,,,
"363|""IDM Training - CorpU""|""CF PS""|""Wilkins"," Janice""|""2019-09-26 13:12:58""|""Wilkey"," Justin""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Kelly Ingram""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""We send rosters to our external trainers before the courses are held; learners access the vendor's platform to take the courses""|""Digital""|""Application""|""1""|""15319965""|""CorpU""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Work in Progress""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-018""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:04:30""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"364|""PG Learn""|""HR - Talent""|""Randall"," Catherine""|""2019-09-17 14:40:04""|""Randall"," Catherine""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""perkins.k.6@pg.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""Application containing learning content.  We process band level", role," region  but blind individual names.  [Individual names only come up if a potential security issue is flagged.]	We dont track IP addresses"," but we do use cookies for saving an identifier to allow people to access pages without have to sign in each time.""|""Digital""|""Application""|""1""|""15046653""|""Sogeti""|""Data Processor""|""UNITED STATES""|"">= 20",000 < 1,0,"000""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""F24CF4A957183485;#13572""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""In line with SCOPE""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-External Training1..-019""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:04:30""",,,,,,,,,,,,,,,,,,,,,,
"365|""Global Flight Ops - Air Crew Academy""|""GLOBAL FLIGHT OPERATIONS""|""Cook"," Trent""|""2019-09-16 09:35:24""|""Hayden"," Barbara""|""*Intentionally left blank""|""*INTENTIONALLY LEFT BLANK;#269""|""Dan Boedigheimer - dboedigheimer@aircrewacademy.com""|""Employee""|""Learning & Development""|""E470""|""Leverage/Optimize""|""""|""External training vendor for online learning for flight ops personnel- have name and email only""|""Digital""|""Support Service""|""0""|""""|""Air Crew Academy""|""Data Processor""|""UNITED STATES""|""< 1","000""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""1""|""0""|""0""|""0""|""0""|""0""|""0""|""0""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""Not started""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""""|""Lutz.am.1-2019-08-09-Flight Ops_Input-001""|""""|""1""|""Item""|""sites/CCPATeam/Lists/LIST  Processing Activity""|""2019-08-14 20:42:28""",,,,,,,,,,,,,,,,,,,,,,,,,,,
