"APP_ID"|"APP_HEX"|"APP_NAME"|"APP_NATURE"|"APP_LIFECYCLE"|"BP_ID"|"BP_HEX"|"BP_NAME"|"BP_LEVEL"|"BP_LIFECYCLE"
"437493961586218718"|"96DEABB94A700612"|"ADW RLS (Row Level Security)"|"Component"|"Leverage/Optimize"|"57783775519089847"|"A4B7A5984A0900CD"|"Business Operations Planning"|"L3"|"Leverage/Optimize"
"618763609739182103"|"401786714A390896"|"ADW Reference Data (RDSv2)"|"Generic"|"Leverage/Optimize"|"150672456472330839"|"025705784BCD0217"|"Business Strategy Review"|"L3"|"Leverage/Optimize"
"618763609739182103"|"401786714A390896"|"ADW Reference Data (RDSv2)"|"Generic"|"Leverage/Optimize"|"592871348216173016"|"91D89BEE4D59083A"|"IT Operations"|"L3"|"Undecided"
"10928079963941692903"|"E5E7E7CE56D397A8"|"AE Management Solution"|"Generic"|"Exception"|"134628346804477206"|"9D16A3FA4BC401DE"|"Operational Planning"|"L2"|"Leverage/Optimize"
"4237418743081360445"|"5C3D61F255E53ACE"|"AGAT"|"Generic"|"Sunset"|"3184134189701645770"|"C5CADE57512C2C30"|"Initiative Data Management"|"L3"|"Leverage/Optimize"
"1180319751252567560"|"660866C9568F1061"|"AIC research & knowledge center"|"Abstract"|"Leverage/Optimize"|"1627292401821347003"|"ECBB54404DD11695"|"Planning and Scheduling"|""|""
"4945047943752360719"|"A30FA4A256E744A0"|"AIC.AlphaView.exe"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"3479689209772201631"|"569F6D3B56E6304A"|"ALI (automated lather) IV"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"9939257584008935513"|"B859B9F5561C89EF"|"ALISE Control Manager"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"1213536556357223179"|"830B839F591110D7"|"ALOHA"|"Generic"|"Launch/Deploy"|"5629880382173196736"|"B1C0135F5A614E21"|"Initiative Operations Planning"|"L3"|""
"2597821388835654165"|"0A150F7650CA240D"|"AM"|"Generic"|"Exception"|"1459251840704179387"|"ECBB53014DD11440"|"Autonomous Maintenance"|""|""
"7859439547551751197"|"9C1D9D7A56A06D12"|"AM PLANNER"|"Generic"|"Exception"|"1627292401821347003"|"ECBB54404DD11695"|"Planning and Scheduling"|""|""
"9017146160344755848"|"6E886F2056A87D23"|"AMD Catalyst Install Manager"|"Generic"|"Exception"|"973707868984425181"|"BADDDDD14E250D83"|"Maintenance Management Information System (Master Data/MMIS)"|""|""
"417790405868837704"|"DB481C604A2905CC"|"AMDB"|"Generic"|"Leverage/Optimize"|"1134148605721230045"|"BADDDE844E250FBD"|"Clean/Inspec/Lube (CIL)"|""|""
"417790405868837704"|"DB481C604A2905CC"|"AMDB"|"Generic"|"Leverage/Optimize"|"979618843496200925"|"BADDDDDE4E250D98"|"MMIS-Material Registration"|""|""
"1172706293965118280"|"DB483DA74A291046"|"AMHS"|"Generic"|"Leverage/Optimize"|"2018261144505019579"|"ECBB56314DD11C02"|"Controlling the Warehouse"|"L3.x"|"Undecided"
"4461477275657025882"|"B95ABD0359F13DEA"|"AMI (Automated Marketing Insight)"|"Generic"|"Launch/Deploy"|"467052345178463890"|"1E9225E04DA2067B"|"MSA Expense Management"|"L3"|"Leverage/Optimize"
"3609167699060151967"|"569F6D4B56E63216"|"AMIX"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"16644554479262808153"|"B859BD18561CE6FD"|"AMS"|"Generic"|"Exception"|"3266605119883222436"|"9DA4A01C500C2D55"|"Inventory Management"|""|""
"16644554479262808153"|"B859BD18561CE6FD"|"AMS"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"6805877859814781385"|"B1C9BAF455DA5E73"|"AMS Device Manager"|"Generic"|"Exception"|"7697302703227978626"|"C382CA8E50066AD2"|"Execute Production"|""|""
"6805877859814781385"|"B1C9BAF455DA5E73"|"AMS Device Manager"|"Generic"|"Exception"|"1607870628425690299"|"ECBB54184DD11650"|"Maintenance Standards &  Procedures"|""|""
"17861090200307540751"|"A30FB28A56E7F7DF"|"AMSCOPE SOFTWARE"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"2657221560244646497"|"326133E458EE24E0"|"AMSS - ADW Managed Security Service"|"Generic"|"Leverage/Optimize"|"73550612739091334"|"6B8681534DE40105"|"Information Security Policy Management"|"L3.x"|"Undecided"
"2657221560244646497"|"326133E458EE24E0"|"AMSS - ADW Managed Security Service"|"Generic"|"Leverage/Optimize"|"18381517257468806"|"6B867E904DE40041"|"User Access Management"|""|""
"8241964040903891997"|"9C1D9D9E56A07261"|"ANAGRAFICA STABILIMENTO/TRAINING"|"Generic"|"Exception"|"1187063596860851994"|"471A50B04C0D1079"|"Learning & Development"|"L3"|"Leverage/Optimize"
"7955699303405157323"|"7BCB8749525D6E68"|"ANSYS: All Features"|"Generic"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7955699303405157323"|"7BCB8749525D6E68"|"ANSYS: All Features"|"Generic"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"7758666819704945611"|"7BCB871F525D6BAC"|"ANSYS: CFD"|"Component"|"Launch/Deploy"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7758666819704945611"|"7BCB871F525D6BAC"|"ANSYS: CFD"|"Component"|"Launch/Deploy"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8251248028954753995"|"7BCB877D525D7282"|"ANSYS: Design Modeler"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8251248028954753995"|"7BCB877D525D7282"|"ANSYS: Design Modeler"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8103473666180021195"|"7BCB8764525D7075"|"ANSYS: Design Space"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8103473666180021195"|"7BCB8764525D7075"|"ANSYS: Design Space"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8201989908029930443"|"7BCB8776525D71D3"|"ANSYS: Fatigue"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8201989908029930443"|"7BCB8776525D71D3"|"ANSYS: Fatigue"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"7807924940629769163"|"7BCB8726525D6C5B"|"ANSYS: Fluent"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7807924940629769163"|"7BCB8726525D6C5B"|"ANSYS: Fluent"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"7906441182480202699"|"7BCB8740525D6DB9"|"ANSYS: Fluent Gambit"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7906441182480202699"|"7BCB8740525D6DB9"|"ANSYS: Fluent Gambit"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"7857183061555248075"|"7BCB8737525D6D0A"|"ANSYS: Fluent Parallel"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"7857183061555248075"|"7BCB8737525D6D0A"|"ANSYS: Fluent Parallel"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8054215545255263179"|"7BCB875E525D6FC6"|"ANSYS: Mechanical"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8054215545255263179"|"7BCB875E525D6FC6"|"ANSYS: Mechanical"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8349764270804663243"|"7BCB878F525D73E0"|"ANSYS: Mechanical HPC"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8349764270804663243"|"7BCB878F525D73E0"|"ANSYS: Mechanical HPC"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8004957424330111947"|"7BCB8752525D6F17"|"ANSYS: Multiphysics"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8004957424330111947"|"7BCB8752525D6F17"|"ANSYS: Multiphysics"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8300506149879774155"|"7BCB8787525D7331"|"ANSYS: PrepPost"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8300506149879774155"|"7BCB8787525D7331"|"ANSYS: PrepPost"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"8152731787105237963"|"7BCB8771525D7124"|"ANSYS: Rigid Dynamics"|"Component"|"Leverage/Optimize"|"2057665621046192544"|"E9A0F8FD4BFA1C8E"|"Process Development (MOPD)"|"L3"|"Leverage/Optimize"
"8152731787105237963"|"7BCB8771525D7124"|"ANSYS: Rigid Dynamics"|"Component"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"532353297537819641"|"E3F9EABF4C800763"|"AOS (All Outlet Shares)"|"Generic"|"Leverage/Optimize"|"150672456472330839"|"025705784BCD0217"|"Business Strategy Review"|"L3"|"Leverage/Optimize"
"525875290644109205"|"579566FF48CA074C"|"APAL (Auto Pallet Auto Loader)"|"Generic"|"Leverage/Optimize"|"2338859122936703392"|"E9A002524BFB2075"|"Warehousing (Inbound & Outbound)"|"L3"|"Leverage/Optimize"
"6308515157841441062"|"7126B34E591C578C"|"API Venezuela"|"Component"|"Leverage/Optimize"|"3403405907341148108"|"FFCC058853A42F3B"|"General Ledger Accounting"|"L3"|"Leverage/Optimize"
"7029937066632154643"|"0E1311F65A84618F"|"APIM-PG_API_FSS_ Vendor Master Data_Procure to Pay_V1"|"Component"|"Launch/Deploy"|"1509355755979417491"|"27932AD84F1014F2"|"Supplier MDM"|"L2"|"Leverage/Optimize"
"6152579076355290578"|"75D27AA85A125562"|"APIM-PG_API_MasterDataManagement_ValidationAndReporting_GetProductMasterData_v1"|"Generic"|"Leverage/Optimize"|"122527866372029029"|"FA65FE304E7101B3"|"Product MDM"|"L2"|"Leverage/Optimize"
"7512943323888997605"|"D4E5D60B56256843"|"APIWEB"|"Generic"|"Exception"|"1180591613733825723"|"ECBB51684DD11062"|"Laboratory Control"|""|""
"8516120384827793857"|"A1C1A21F565E762F"|"APL.UI"|"Generic"|"Exception"|"789060283938945757"|"BADDCA8C4E250AF3"|"Production Execution"|""|""
"8516120384827793857"|"A1C1A21F565E762F"|"APL.UI"|"Generic"|"Exception"|"8346383999590253442"|"C382CE94500673D4"|"Production Take-away"|""|""
"3987188479916057947"|"255B25ED56CC3755"|"APNT"|"Generic"|"Exception"|"1601396703960362171"|"ECBB54094DD11639"|"Breakdown Elimination"|""|""
"50182579776149397"|"5795597848CA00B2"|"APO DRP Application"|"Generic"|"Leverage/Optimize"|"1243921463312443808"|"E9A0F5384BFA1143"|"Distribution Requirements Planning"|"L3"|"Leverage/Optimize"
"2602047386193346069"|"BE15BEC9544F241C"|"APO IDP (Integrated Demand Planning)"|"Generic"|"Leverage/Optimize"|"541641163270757654"|"9D16AC7B4BC40784"|"Demand Planning"|"L3"|"Leverage/Optimize"
"325190132850400195"|"9BC3F1024EB30483"|"APPLS (Assembled Products PL System)"|"Generic"|"Leverage/Optimize"|"2038243847646144928"|"E9A0F8924BFA1C49"|"Design and Development"|"L2"|"Leverage/Optimize"
"325190132850400195"|"9BC3F1024EB30483"|"APPLS (Assembled Products PL System)"|"Generic"|"Leverage/Optimize"|"564160429671642406"|"F526F6E84CEB07D4"|"Product & Package Design and Development"|"L3"|"Leverage/Optimize"
"3249723165820150000"|"60F0651156002D19"|"APRO (AssignmentPro) Expatriate Compensation"|"XOApplication"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"4803750641341678878"|"C51EC6B959C142AA"|"APRO - EDE"|"Component"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"4775040193698972958"|"C51EC5A359C14244"|"APRO - Home"|"Component"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"4832461088975799582"|"C51EC74C59C14310"|"APRO - Host"|"Component"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"4861453011589973278"|"C51EC81259C14377"|"APRO - Offer"|"Component"|"Leverage/Optimize"|"203027003118765242"|"C4BAD0B44BFB02D1"|"Payroll"|"L3"|"Leverage/Optimize"
"6271356878928654793"|"B1C9B43E55DA5708"|"APS Samples"|"Generic"|"Exception"|"1199731912153492667"|"ECBB519B4DD110A6"|"Quality Systems Reporting and Analysis"|""|""
"17996198189129966351"|"A30FB29E56E7F9BF"|"APT-COM 3"|"Generic"|"Leverage/Optimize"|"4607558751580635789"|"C28DCDB456453FF1"|"Conduct Physical Learning Program"|"L2"|"Leverage/Optimize"
"6316114982212694310"|"7126B34F591C57A7"|"APTrade"|"Component"|"Leverage/Optimize"|"2002494835397385294"|"5C4E706A4A711BCA"|"Process Vendor Payments"|"L3"|"Leverage/Optimize"
